,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
1377,SRR7250972,2018.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1379,SRR7250981,2017.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,26.0,4.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,13.0,1.0,12.0
1381,SRR7250987,2017.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1382,SRR7250989,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,14.0,1.0,1032.0,4.0,17.0,2820.0,2735.0,734.0,1.0,2816.0,4.0,2.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,2.0,1.0,4.0
1383,SRR7250993,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1384,SRR7251002,2018.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,5.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,8.0
1385,SRR7251011,2016.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,2.0,2.0,47.0
1386,SRR7251022,2017.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1388,SRR7251025,2017.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,19.0,10.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,18.0,2.0,681.0
1392,SRR7251032,2017.0,2820.0,7.0,2820.0,2726.0,23.0,7.0,1032.0,859.0,14.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,16.0,2816.0,187.0,23.0,734.0,2726.0,259.0,2820.0,11.0,2726.0,118.0,11.0,159.0
1393,SRR7251033,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,14.0,1.0,1032.0,9.0,17.0,2820.0,2735.0,734.0,1.0,2816.0,6.0,1.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1395,SRR7251039,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,3.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1397,SRR7251047,2016.0,2820.0,2.0,2820.0,70.0,2.0,2.0,20.0,17.0,2.0,20.0,3.0,18.0,2820.0,78.0,20.0,2.0,2816.0,16.0,2.0,20.0,78.0,20.0,2820.0,1.0,75.0,2.0,1.0,2.0
1398,SRR7251058,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1399,SRR7251085,2016.0,2820.0,2.0,2820.0,2726.0,4.0,2.0,1656.0,1611.0,4.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,4.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
1400,SRR7251413,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1401,SRR7251414,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,33.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
1405,SRR7251445,2018.0,2820.0,1.0,2820.0,2726.0,23.0,1.0,1032.0,859.0,6.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,6.0,2816.0,187.0,23.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
1406,SRR7251462,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1408,SRR7251470,2017.0,2820.0,3.0,2820.0,2726.0,1.0,3.0,1656.0,1611.0,3.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,3.0,3.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,3.0,1.0,1.0
1410,SRR7251477,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1411,SRR7251479,2018.0,2820.0,1.0,2820.0,2726.0,27.0,4.0,1656.0,1611.0,14.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,16.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,78.0,2.0,77.0
1412,SRR7251485,2018.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1413,SRR7251490,2017.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,4.0,2726.0,210.0,4.0,290.0
1414,SRR7251498,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1416,SRR7256802,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,12.0,1.0,2.0
1417,SRR7256803,2017.0,2820.0,1.0,2820.0,2726.0,14.0,1.0,1656.0,1611.0,8.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,14.0,614.0,2726.0,127.0,2820.0,2.0,2726.0,69.0,2.0,77.0
1418,SRR7256807,2018.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,13.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,13.0,2816.0,26.0,16.0,734.0,2726.0,95.0,2820.0,2.0,2726.0,17.0,2.0,20.0
1419,SRR7256950,2017.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,5.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,6.0,2816.0,955.0,5.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,6.0,2.0,34.0
1420,SRR7256960,2017.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,7.0,2816.0,19.0,2.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,18.0,2.0,681.0
1422,SRR7256971,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,290.0
1423,SRR7256974,2017.0,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,6.0,6.0,2820.0,78.0,16.0,1.0,2816.0,1.0,1.0,16.0,78.0,6.0,2820.0,1.0,75.0,1.0,1.0,1.0
1424,SRR7256977,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1425,SRR7256980,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,4.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,3.0
1426,SRR7256984,2018.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,77.0
1427,SRR7256998,2017.0,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,8.0,2816.0,299.0,6.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1428,SRR7257039,2017.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,859.0,1.0,1032.0,6.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,31.0,1.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,4.0
1429,SRR7257042,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,12.0,1.0,1.0
1430,SRR7257044,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1431,SRR7257045,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1432,SRR7257085,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1433,SRR7257086,2016.0,2820.0,2.0,2820.0,2726.0,43.0,7.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1434,SRR7257089,2016.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
1435,SRR7257118,2017.0,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1436,SRR7257119,2017.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,4.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1437,SRR7257127,2017.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
1439,SRR7257321,2018.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,12.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,14.0,2816.0,163.0,14.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1441,SRR7265741,2017.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,14.0,2816.0,163.0,14.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1443,SRR7265853,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,34.0
1444,SRR7265855,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,26.0,2.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1445,SRR7265859,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,19.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,18.0,1.0,681.0
1446,SRR7265862,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,2.0
1447,SRR7265923,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1448,SRR7265926,2017.0,2820.0,2.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,6.0,2726.0,210.0,6.0,290.0
1450,SRR7265934,2018.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
1451,SRR7265935,2017.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,7.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,9.0,2816.0,103.0,9.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
1452,SRR7265938,2017.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,7.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
1453,SRR7265940,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,47.0
1454,SRR7265945,2016.0,2820.0,2.0,2820.0,2726.0,59.0,4.0,1656.0,1611.0,10.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,9.0,2726.0,210.0,9.0,290.0
1455,SRR7265953,2017.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1458,SRR7265961,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,8.0,2.0,8.0
1459,SRR7265965,2017.0,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,14.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1460,SRR7265966,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1461,SRR7265971,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,26.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1462,SRR7265972,2017.0,2820.0,1.0,2820.0,2726.0,66.0,2.0,1032.0,859.0,15.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,16.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,71.0,4.0,72.0
1463,SRR7265978,2017.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,3.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,26.0,4.0,734.0,2726.0,95.0,2820.0,3.0,2726.0,4.0,3.0,4.0
1466,SRR7266387,2017.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,12.0,1.0,1032.0,3.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,3.0,3.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,3.0,1.0,3.0
1468,SRR7266758,2017.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,4.0,2726.0,210.0,4.0,290.0
1469,SRR7266763,2018.0,2820.0,1.0,2820.0,2726.0,27.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,16.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,3.0,2726.0,78.0,3.0,77.0
1470,SRR7266765,2017.0,2820.0,1.0,2820.0,2726.0,27.0,1.0,1656.0,1611.0,14.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,16.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
1472,SRR7266772,2018.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,4.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,36.0,4.0,734.0,2726.0,36.0,2820.0,2.0,2726.0,22.0,2.0,25.0
1473,SRR7266775,2017.0,2820.0,1.0,2820.0,2726.0,66.0,1.0,1032.0,859.0,4.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,16.0,2816.0,72.0,48.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,71.0,1.0,72.0
1474,SRR7266777,2017.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,1.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
1475,SRR7266780,2017.0,2820.0,1.0,2820.0,2726.0,64.0,2.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,3.0,2726.0,118.0,3.0,159.0
1476,SRR7266781,2016.0,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,6.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,10.0,1.0,10.0
1477,SRR7266783,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,1.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1478,SRR7266787,2018.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1481,SRR7266795,2017.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1482,SRR7266796,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,1.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,21.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1483,SRR7266803,2017.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,4.0,2726.0,210.0,4.0,290.0
1484,SRR7266805,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,14.0,1.0,1032.0,4.0,17.0,2820.0,2735.0,734.0,1.0,2816.0,4.0,1.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,1.0,1.0,4.0
1485,SRR7266807,2017.0,2820.0,1.0,2820.0,2726.0,31.0,4.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1487,SRR7266818,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,1.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1488,SRR7266822,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,20.0,1.0,20.0
1489,SRR7266825,2016.0,2820.0,1.0,2820.0,70.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,2820.0,78.0,4.0,1.0,2816.0,2.0,1.0,4.0,78.0,3.0,2820.0,1.0,75.0,1.0,1.0,2.0
1490,SRR7266827,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,1.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1492,SRR7274753,2018.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,38.0,38.0,1.0,38.0,18.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,5.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,6.0,1.0,11.0
1493,SRR7274782,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,9.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,2.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1495,SRR7274792,2017.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1497,SRR7274795,2017.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1498,SRR7274798,2016.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,6.0,2726.0,210.0,6.0,290.0
1499,SRR7274801,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1500,SRR7274804,2016.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
1501,SRR7274809,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,8.0,1.0,10.0
1502,SRR7274811,2017.0,2820.0,1.0,2820.0,70.0,4.0,1.0,14.0,4.0,4.0,14.0,4.0,4.0,2820.0,78.0,14.0,4.0,2816.0,4.0,4.0,14.0,78.0,4.0,2820.0,4.0,75.0,4.0,4.0,4.0
1503,SRR7274815,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,18.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,1.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
1504,SRR7274819,2017.0,2820.0,1.0,2820.0,2726.0,21.0,2.0,1032.0,859.0,5.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,18.0,2816.0,103.0,21.0,734.0,2726.0,128.0,2820.0,2.0,2726.0,22.0,2.0,21.0
1506,SRR7274831,2017.0,2820.0,1.0,2820.0,2726.0,5.0,2.0,1656.0,1611.0,2.0,1656.0,6.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,6.0,2.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,6.0,2.0,6.0
