,Accession,Year,HC2000,HC1100 (cgST Cplx),0 SNP Threshold,250 SNP Threshold,HC2350 (subsp.),HC1500,Sub-Clade,100 SNP Threshold,HC50,HC200,HC5,HC2,SNP Address,HC0 (indistinguishable),HC10,Clade,Lineage,5 SNP Threshold,10 SNP Threshold,Sub-sub-Clade,HC400,HC20,Genotype,ST,HC100,25 SNP Threshold,Sub-sub-sub-Clade,50 SNP Threshold
1439,SRR7257321,2018,2820,2820,3,2726,2820,2820,1032,859,1005,2726,4,3,3,1,4,1032,2735,4,4,734,2816,26,95,1,2726,4,734,26
1440,SRR7265628,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1441,SRR7265741,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
1442,SRR7265845,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1443,SRR7265853,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
1444,SRR7265855,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
1445,SRR7265859,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,4,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
1446,SRR7265862,2017,2820,2820,1,2726,2820,2820,1656,43,1656,2726,1,1,1,1,30,1656,2735,2,5,614,2816,44,45,1,2726,30,614,42
1447,SRR7265923,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,2,455,1124
1448,SRR7265926,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,35,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
1449,SRR7265932,2017,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1450,SRR7265934,2018,2820,2820,3,2726,2820,2820,1032,859,1005,2726,4,3,3,1,4,1032,2735,4,4,734,2816,26,95,1,2726,4,734,26
1451,SRR7265935,2017,2820,2820,1,2726,2820,2820,1032,20,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,2,21,1,2726,1,734,2
1452,SRR7265938,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
1453,SRR7265940,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,78,1656,2735,2,8,614,2816,83,126,1,2726,77,614,1124
1454,SRR7265945,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,69,1656,2735,1,1,614,2816,91,127,1,2726,77,614,79
1455,SRR7265953,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,14,2,2,1,69,1656,2735,5,14,614,2816,91,127,1,2726,77,614,79
1456,SRR7265958,2017,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,69,3,3,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1457,SRR7265959,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1458,SRR7265961,2017,2820,2820,1,9,2820,2820,9,9,9,9,1,1,1,1,1,9,2735,1,1,9,2816,1,9,1,9,1,9,2
1459,SRR7265965,2017,2820,2820,1,2726,2820,2820,1032,1,1005,2726,3,3,1,1,8,1032,2735,1,1,734,2816,8,95,1,2726,1,734,1
1460,SRR7265966,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,10,1,2726,1,12,1124
1461,SRR7265971,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
1462,SRR7265972,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,5,1656,2735,1,1,614,2816,26,127,1,2726,5,614,36
1463,SRR7265978,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,13,1,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
1464,SRR7266380,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,43,30,13,13,557,1656,2735,42,45,1042,2816,955,557,2,2726,681,557,1124
1465,SRR7266381,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,15,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1466,SRR7266387,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
1467,SRR7266388,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,41,23,2,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1468,SRR7266758,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,5,2,2,1,6,1656,2735,2,5,1042,2816,955,10,1,2726,6,12,1124
1469,SRR7266763,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,1,455,1,2726,1,455,1124
1470,SRR7266765,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,1,1,1,8,1656,2735,1,1,1042,2816,955,455,1,2726,10,455,1124
1471,SRR7266766,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,43,30,1,13,557,1656,2735,1,1,1042,2816,955,557,7,2726,1,557,1
1472,SRR7266772,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,7,7,2,3,20,1656,2735,5,6,1042,2816,955,455,1,2726,20,455,1124
1473,SRR7266775,2017,2820,2820,1,2726,2820,2820,1656,43,1656,2726,1,1,1,1,7,1656,2735,1,1,614,2816,44,45,1,2726,1,614,42
1474,SRR7266777,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,3,1,1,210,1656,2735,4,6,614,2816,299,306,1,2726,290,614,306
1475,SRR7266780,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,9,7,3,3,42,1032,2735,9,31,734,2816,103,128,1,2726,47,734,124
1476,SRR7266781,2016,2820,2820,3,2726,2820,2820,1032,859,1005,2726,18,3,3,3,42,1032,2735,3,31,734,2816,103,128,2,2726,47,734,124
1477,SRR7266783,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,18,1,2726,15,18,1124
1478,SRR7266787,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,2,1,1,210,1656,2735,5,59,614,2816,299,306,1,2726,290,614,306
1479,SRR7266790,2018,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,6,3,3,557,1656,2735,6,473,1042,2816,955,557,1,2726,681,557,1124
1480,SRR7266791,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1481,SRR7266795,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,44,13,3,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
1482,SRR7266796,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
1483,SRR7266803,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,3,3,2,1,8,1032,2735,2,2,734,2816,8,95,1,2726,7,734,7
1484,SRR7266805,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
1485,SRR7266807,2017,2820,2820,1,2726,2820,2820,1032,26,1005,2726,1,1,1,1,3,1032,2735,1,1,734,2816,4,27,1,2726,3,734,4
1486,SRR7266809,2017,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,5,5,3,4,557,1656,2735,24,25,1042,2816,955,557,1,2726,681,557,1124
1487,SRR7266818,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,4,1656,2735,1,1,1042,2816,955,455,1,2726,9,455,1124
1488,SRR7266822,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,22,1656,2735,1,2,614,2816,299,306,1,2726,290,614,306
1489,SRR7266825,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,2,2,1656,2735,2,2,614,2816,2,126,1,2726,2,614,2
1490,SRR7266827,2016,2820,2820,1,2726,2820,2820,1032,19,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,49,1,2726,1,734,1
1491,SRR7266831,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,5,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1492,SRR7274753,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
1493,SRR7274782,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
1494,SRR7274791,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,3,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1495,SRR7274792,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,19,27,1,2726,1,734,24
1496,SRR7274794,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,43,30,13,3,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
1497,SRR7274795,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,1,1,1,93,1032,2735,1,17,185,2816,163,165,1,2726,151,165,164
1498,SRR7274798,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,2,455,1124
1499,SRR7274801,2017,2820,2820,1,3,2820,2820,3,1,3,3,1,1,1,1,1,3,3,1,1,3,4,1,3,1,3,1,3,1
1500,SRR7274804,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,2,1,2,20,1656,2735,2,8,1042,2816,955,455,1,2726,20,455,1124
1501,SRR7274809,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,1,455,1,2726,1,455,1124
1502,SRR7274811,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,42,1032,2735,1,1,734,2816,103,128,1,2726,47,734,124
1503,SRR7274815,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,4,1656,2735,2,3,1042,2816,955,455,1,2726,681,455,1124
1504,SRR7274819,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,14,12,3,4,93,1032,2735,14,17,185,2816,163,165,4,2726,151,165,164
1505,SRR7274829,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,43,1,1,1,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
1506,SRR7274831,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,27,1,2726,1,734,24
1507,SRR7274836,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,16,13,1,1,17,1032,2735,1,17,734,2816,26,95,1,2726,20,734,26
1508,SRR7274837,2017,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,4,3,1,4,1656,2735,4,4,1042,2816,955,455,1,2726,4,455,1124
1509,SRR7274839,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,41,2,2,2,54,1032,2735,2,53,113,2816,58,49,2,2726,54,54,56
1510,SRR7274848,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,2,455,1124
1511,SRR7274850,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,3,1,1,8,1032,2735,3,4,734,2816,8,95,1,2726,7,734,7
1512,SRR7274851,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,1,1,1,210,1656,2735,8,11,614,2816,299,306,1,2726,290,614,306
1513,SRR7276884,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,1,1,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1514,SRR7276885,2018,2820,2820,4,2726,2820,2820,1032,859,1005,2726,16,15,4,1,71,1032,2735,45,66,734,2816,72,259,1,2726,72,734,249
1515,SRR7276888,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,1,1,1,18,1656,2735,1,17,1042,2816,19,455,1,2726,681,455,1124
1516,SRR7276894,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,5,1,2,1,5,1656,2735,2,5,614,2816,299,306,1,2726,290,614,306
1517,SRR7276899,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,47,2,2,1,210,1656,2735,5,59,614,2816,299,306,1,2726,290,614,306
1518,SRR7276906,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,4,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
1519,SRR7276909,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,163,2,15,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1520,SRR7276912,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,1,1,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
1521,SRR7276916,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,43,3,1,1,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
1522,SRR7276953,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,10,7,2,2,210,1656,2735,7,10,614,2816,299,306,2,2726,290,614,306
1523,SRR7276954,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,16,13,2,3,17,1032,2735,13,17,734,2816,26,95,1,2726,20,734,26
1524,SRR7276956,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,43,30,3,5,557,1656,2735,42,45,1042,2816,955,557,4,2726,681,557,1124
1525,SRR7276962,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,5,455,1124
1526,SRR7276963,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,6,1,1,18,1656,2735,2,17,1042,2816,19,455,1,2726,681,455,1124
1527,SRR7277001,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,187,259,1,2726,1,734,249
1528,SRR7277003,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
1529,SRR7277692,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,3,1,1,78,1656,2735,3,27,614,2816,83,126,1,2726,77,614,1124
1530,SRR7277695,2017,2820,2820,1,2726,2820,2820,1032,12,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,3,49,1,2726,1,734,7
1531,SRR7277702,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,12,1,1,93,1032,2735,14,17,185,2816,163,165,1,2726,151,165,164
1532,SRR7277704,2017,2820,2820,1,2726,2820,2820,38,38,38,2726,1,1,1,1,1,38,2735,1,1,38,2816,1,38,1,2726,1,38,1
1533,SRR7277725,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,2,1,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1534,SRR7277743,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,20,13,1,1,93,1032,2735,20,20,185,2816,163,165,1,2726,151,165,164
1535,SRR7277747,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,13,1,1,1,118,1032,2735,1,1,734,2816,187,259,1,2726,159,734,249
1536,SRR7277750,2018,2820,2820,1,2726,2820,2820,1032,2,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,49,1,2726,1,734,1
1537,SRR7277755,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,1,1,2,1,78,1656,2735,2,2,614,2816,83,126,1,2726,77,614,1124
1538,SRR7277756,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
1539,SRR7277759,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,23,1,7,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1540,SRR7277760,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,2,1042,2816,955,455,1,2726,47,455,1124
1541,SRR7277762,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,7,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1542,SRR7277774,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,8,5,1,1,8,1032,2735,8,8,185,2816,163,165,1,2726,8,165,164
1543,SRR7277779,2016,2820,2820,1,2726,2820,2820,1032,5,5,2726,1,1,1,1,5,1032,2735,1,1,734,2816,5,5,1,2726,5,734,5
1544,SRR7277787,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,44,19,2,5,93,1032,2735,40,43,185,2816,163,165,2,2726,151,165,164
1545,SRR7277794,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,1,1,1,38,1032,2735,1,6,734,2816,187,259,1,2726,159,734,249
1546,SRR7277797,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,5,1,1,69,1656,2735,4,4,614,2816,91,127,1,2726,77,614,79
1547,SRR7277813,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,3,1,1,10,1656,2735,10,10,614,2816,91,127,1,2726,10,614,36
1548,SRR7277880,2017,2820,2820,9,2726,2820,2820,1032,859,1005,2726,19,19,9,7,19,1032,2735,19,19,185,2816,163,165,4,2726,151,165,164
1549,SRR7282604,2017,2820,2820,1,3,2820,2820,3,2,3,3,1,1,1,1,1,3,3,1,1,3,4,1,3,1,3,1,3,1
1550,SRR7282605,2018,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,15,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1551,SRR7282610,2017,2820,2820,1,2726,2820,2820,1032,20,1005,2726,1,1,1,1,2,1032,2735,1,1,734,2816,2,21,1,2726,2,734,2
1552,SRR7282611,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1553,SRR7282620,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,7,1,1,210,1656,2735,7,10,614,2816,299,306,1,2726,290,614,306
1554,SRR7282621,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,1,1,1,78,1656,2735,1,27,614,2816,83,126,1,2726,77,614,1124
1555,SRR7282624,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,4,1,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
1556,SRR7282632,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,17,17,1,1,557,1656,2735,24,25,1042,2816,955,557,1,2726,681,557,1124
1557,SRR7282646,2016,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,1,22,1656,2735,2,2,614,2816,299,306,1,2726,290,614,306
1558,SRR7282659,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,20,13,2,1,93,1032,2735,20,20,185,2816,163,165,1,2726,151,165,164
1559,SRR7283672,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,1,1,1,13,1656,2735,4,4,614,2816,26,127,1,2726,12,614,36
1560,SRR7283678,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,1,1,1,6,1656,2735,1,5,1042,2816,955,10,1,2726,6,12,1124
1561,SRR7283679,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,2,1,1,38,1032,2735,2,6,734,2816,187,259,1,2726,159,734,249
1562,SRR7283716,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,1,1,1,5,1656,2735,1,5,1042,2816,955,455,1,2726,12,455,1124
1563,SRR7283720,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,44,19,2,7,93,1032,2735,40,43,185,2816,163,165,3,2726,151,165,164
1564,SRR7283726,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,7,1,1,210,1656,2735,7,10,614,2816,299,306,1,2726,290,614,306
1565,SRR7283727,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,43,30,13,13,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
1566,SRR7283733,2017,2820,2820,9,2726,2820,2820,1032,859,1005,2726,19,19,9,1,19,1032,2735,19,19,185,2816,163,165,1,2726,151,165,164
1567,SRR7283735,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,8,1656,2735,1,3,614,2816,299,306,1,2726,290,614,306
1568,SRR7283741,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,2,1,1,3,1032,2735,2,2,734,2816,187,259,1,2726,3,734,249
1569,SRR7283743,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,44,13,3,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
1570,SRR7283747,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,12,1,1,1,31,1656,2735,1,19,1042,2816,33,455,1,2726,33,455,1124
1571,SRR7283751,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,69,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1572,SRR7283754,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
1573,SRR7283758,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,36,36,1,2726,25,734,36
1574,SRR7283761,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,8,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
1575,SRR7283762,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
1576,SRR7283768,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,1,1,1,71,1032,2735,16,66,734,2816,72,259,1,2726,72,734,249
1577,SRR7283769,2016,2820,2820,11,2726,2820,2820,1032,859,1005,2726,23,14,11,7,118,1032,2735,16,23,734,2816,187,259,7,2726,159,734,249
1578,SRR7283771,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,1,1,1,7,1656,2735,1,3,1042,2816,955,455,1,2726,12,455,1124
1579,SRR7283797,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,23,6,2,2,118,1032,2735,6,23,734,2816,187,259,1,2726,159,734,249
1580,SRR7283801,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,3,1,1,210,1656,2735,8,11,614,2816,299,306,1,2726,290,614,306
1581,SRR7283806,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,41,23,2,7,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1582,SRR7283808,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
1583,SRR7283810,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,16,15,2,2,71,1032,2735,45,66,734,2816,72,259,2,2726,72,734,249
1584,SRR7284306,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,1,614,2816,5,126,1,2726,3,614,8
1585,SRR7285408,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,20,3,1,1,93,1032,2735,20,20,185,2816,163,165,1,2726,151,165,164
1586,SRR7285416,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,71,1032,2735,16,66,734,2816,72,259,1,2726,72,734,249
1587,SRR7285419,2018,2820,2820,2,2726,2820,2820,1032,26,1005,2726,3,2,2,1,6,1032,2735,3,6,734,2816,10,27,1,2726,10,734,10
1588,SRR7285425,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,14,12,3,4,93,1032,2735,14,17,185,2816,163,165,4,2726,151,165,164
1589,SRR7285427,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,5,1,1,22,1656,2735,1,5,1042,2816,955,455,1,2726,47,455,1124
1590,SRR7285430,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,1,614,2816,5,126,1,2726,3,614,8
1591,SRR7285434,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,95,1,2726,1,734,1
1592,SRR7285446,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,19,19,1,1,19,1032,2735,19,19,185,2816,163,165,1,2726,151,165,164
1593,SRR7285450,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,2,614,2816,299,306,1,2726,290,614,306
1594,SRR7285454,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
1595,SRR7285461,2018,2820,2820,1,75,2820,2820,20,17,18,78,1,1,1,1,1,20,78,1,1,20,2816,16,20,1,70,4,20,14
1596,SRR7285465,2017,2820,2820,1,2726,2820,2820,1032,19,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,5,49,1,2726,1,734,5
1597,SRR7285476,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,18,1,1,1,42,1032,2735,1,31,734,2816,103,128,1,2726,47,734,124
1598,SRR7285479,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,2,126,1,2726,1,614,2
1599,SRR7285491,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,56,29,3,2,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
1600,SRR7285495,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,11,11,1,1,38,1032,2735,10,11,734,2816,187,259,1,2726,159,734,249
1601,SRR7285501,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,1,1,1,22,1032,2735,1,20,734,2816,36,36,1,2726,25,734,36
1602,SRR7285520,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,5,1656,2735,1,1,614,2816,26,127,1,2726,5,614,36
1603,SRR7285526,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,2,3,1656,2735,2,3,614,2816,15,126,1,2726,4,614,14
1604,SRR7285527,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,2,1,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1605,SRR7285528,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
